,SalePrice,GarageArea,LotArea,TotalBsmtSF,GrLivArea,2ndFlrSF,1stFlrSF
1372,274300,583,9750,1108,2097,989,1108
1373,466500,804,11400,2633,2633,0,2633
1374,250000,936,10625,1026,1958,932,1026
1375,239000,722,10991,1571,1571,0,1571
1376,91000,160,6292,768,790,0,790
1377,117000,660,10998,984,1604,620,984
1378,83000,264,1953,483,987,504,483
1379,167500,400,9735,384,1394,640,754
1380,58500,200,8212,864,864,0,864
1381,237500,550,12925,1205,2117,0,2117
1382,157000,576,7200,596,1762,764,998
1383,112000,576,25339,816,1416,0,1416
1384,105000,280,9060,560,1258,560,698
1385,125500,240,5436,796,1154,358,796
1386,250000,564,16692,1392,2784,1392,1392
1387,136000,216,8520,714,2526,862,1664
1388,377500,758,14892,1746,1746,0,1746
1389,131000,440,6000,735,1218,349,869
1390,235000,541,9100,1525,1525,0,1525
1391,124000,792,8944,1584,1584,0,1584
1392,123000,288,7838,864,900,0,900
1393,163000,672,10800,482,1912,691,1221
1394,246578,648,4045,1356,1500,0,1500
1395,281213,642,12665,1094,2482,1349,1133
1396,160000,572,57200,747,1687,0,1687
1397,137500,180,6120,939,1513,574,939
1398,138000,240,7200,1208,1904,768,1136
1399,137450,216,6171,976,1608,448,1160
1400,120000,208,6000,862,1158,208,950
1401,193000,398,7415,839,1593,729,864
1402,193879,662,6762,1286,1294,0,1294
1403,282922,754,15256,1485,1464,0,1464
1404,105000,936,10410,672,1214,520,694
1405,275000,482,3842,1594,1646,0,1646
1406,133000,396,8445,768,768,0,768
1407,112000,0,8780,833,833,0,833
1408,125500,528,7740,622,1363,622,741
1409,215000,542,20544,791,2093,857,1236
1410,230000,622,12420,944,1840,896,944
1411,140000,271,9600,856,1668,556,1112
1412,90000,420,7200,0,1040,0,1040
1413,257000,620,10994,1844,1844,0,1844
1414,207000,370,13053,833,1848,795,1053
1415,175900,660,3635,1386,1569,0,1569
1416,122500,560,11340,777,2290,1044,1246
1417,340000,1069,16545,1284,2450,1140,1310
1418,124000,336,9204,1144,1144,0,1144
1419,223000,540,16381,1844,1844,0,1844
1420,179900,776,11700,708,1416,708,708
1421,127500,440,4043,1069,1069,0,1069
1422,136500,420,4435,848,848,0,848
1423,274970,432,19690,697,2201,626,1575
1424,144000,484,9503,1024,1344,0,1344
1425,142000,528,10721,1252,1252,0,1252
1426,271000,525,10944,1223,2127,904,1223
1427,140000,288,10930,913,1558,510,1048
1428,119000,240,7200,788,804,0,804
1429,182900,467,12546,1440,1440,0,1440
1430,192140,372,21930,732,1838,1104,734
1431,143750,440,4928,958,958,0,958
1432,64500,216,10800,656,968,0,968
1433,186500,451,10261,936,1792,830,962
1434,160000,484,17400,1126,1126,0,1126
1435,174000,462,8400,1319,1537,0,1537
1436,120500,528,9000,864,864,0,864
1437,394617,774,12444,1932,1932,0,1932
1438,149700,923,7407,912,1236,0,1236
1439,197000,550,11584,539,1725,685,1040
1440,191000,672,11526,588,2555,748,1423
1441,149300,420,4426,848,848,0,848
1442,310000,812,11003,1017,2007,981,1026
1443,121000,192,8854,952,952,0,952
1444,179600,626,8500,1422,1422,0,1422
1445,129000,240,8400,814,913,0,913
1446,157900,312,26142,1188,1188,0,1188
1447,240000,556,10000,1220,2090,870,1220
1448,112000,384,11767,560,1346,550,796
1449,92000,0,1533,630,630,0,630
1450,136000,0,9000,896,1792,896,896
1451,287090,840,9262,1573,1578,0,1578
1452,145000,525,3675,547,1072,0,1072
1453,84500,0,17217,1140,1140,0,1140
1454,185000,400,7500,1221,1221,0,1221
1455,175000,460,7917,953,1647,694,953
1456,210000,500,13175,1542,2073,0,2073
1457,266500,252,9042,1152,2340,1152,1188
1458,142125,240,9717,1078,1078,0,1078
1459,147500,276,9937,1256,1256,0,1256
